Αἴτησόν	*ai)/thso/n	αἰτέω	ai)te/w	v2sama---
μισούμενοι	misou/menoi	μισέω	mise/w	v-pppemn-
μισούμενοι	misou/menoi	μισέω	mise/w	v-pppemv-
μιᾷ	mia=|	εἷς	ei(=s	a-s---fd-
μνημείου	mnhmei/ou	μνημεῖον	mnhmei=on	n-s---ng-
μνημείου	mnhmei/ou	μνημεῖον	mnhmei=on	n-s---ng-
μνημείων	mnhmei/wn	μνημεῖον	mnhmei=on	n-p---ng-
μνημείων	mnhmei/wn	μνημεῖον	mnhmei=on	n-p---ng-
μνημείῳ	mnhmei/w|	μνημεῖον	mnhmei=on	n-s---nd-
μνημείῳ	mnhmei/w|	μνημεῖον	mnhmei=on	n-s---nd-
μνημεῖον	mnhmei=on	μνημεῖον	mnhmei=on	n-s---nn-
μνημεῖον	mnhmei=on	μνημεῖον	mnhmei=on	n-s---nv-
μνημεῖον	mnhmei=on	μνημεῖον	mnhmei=on	n-s---na-
μνημονεύετε	mnhmoneu/ete	μνημονεύω	mnhmoneu/w	v2ppma---
μνημονεύετε	mnhmoneu/ete	μνημονεύω	mnhmoneu/w	v2ppia---
μνημονεύετε	mnhmoneu/ete	μνημονεύω	mnhmoneu/w	v2piia---
μνημόσυνον	mnhmo/sunon	μνημόσυνον	mnhmo/sunon	n-s---nn-
μνημόσυνον	mnhmo/sunon	μνημόσυνον	mnhmo/sunon	n-s---nv-
μνημόσυνον	mnhmo/sunon	μνημόσυνον	mnhmo/sunon	n-s---na-
μνήμασιν	mnh/masin	μνῆμα	mnh=ma	n-p---nd-
μνήματι	mnh/mati	μνῆμα	mnh=ma	n-s---nd-
μογιλάλον	mogila/lon	μογιλάλος	mogila/los	n-s---ma-
μογιλάλον	mogila/lon	μογιλάλος	mogila/los	n-s---fa-
μογιλάλον	mogila/lon	μογιλάλος	mogila/los	n-s---nn-
μογιλάλον	mogila/lon	μογιλάλος	mogila/los	n-s---nv-
μογιλάλον	mogila/lon	μογιλάλος	mogila/los	n-s---na-
μοι	moi	ἐγώ	e)gw/	p-s---md-
μοι	moi	ἐγώ	e)gw/	p-s---fd-
μοιχαλίδι	moixali/di	μοιχαλίς	moixali/s	n-s---fd-
μοιχεύσῃς	moixeu/sh|s	μοιχάω	moixa/w	v-pppafd-
μοιχεύσῃς	moixeu/sh|s	μοιχεύω	moixeu/w	v2sasa---
μοιχεῖαι	moixei=ai	μοιχάω	moixa/w	v2spie---
μοιχεῖαι	moixei=ai	μοιχεία	moixei/a	n-p---fn-
μοιχεῖαι	moixei=ai	μοιχεία	moixei/a	n-p---fv-
μοιχᾶται	moixa=tai	μοιχάω	moixa/w	v3spse---
μοιχᾶται	moixa=tai	μοιχάω	moixa/w	v3spie---
μοιχᾶται	moixa=tai	μοιχάζω	moixa/zw	v3sfim---
μονόφθαλμον	mono/fqalmon	μονόφθαλμος	mono/fqalmos	n-s---ma-
μονόφθαλμον	mono/fqalmon	μονόφθαλμος	mono/fqalmos	n-s---fa-
μονόφθαλμον	mono/fqalmon	μονόφθαλμος	mono/fqalmos	n-s---nn-
μονόφθαλμον	mono/fqalmon	μονόφθαλμος	mono/fqalmos	n-s---nv-
μονόφθαλμον	mono/fqalmon	μονόφθαλμος	mono/fqalmos	n-s---na-
μορφῇ	morfh=|	μορφάω	morfa/w	v2spse---
μορφῇ	morfh=|	μορφάω	morfa/w	v2spie---
μορφῇ	morfh=|	μορφάω	morfa/w	v3spsa---
μορφῇ	morfh=|	μορφάω	morfa/w	v3spia---
μορφῇ	morfh=|	μορφάω	morfa/w	v2spse---
μορφῇ	morfh=|	μορφάω	morfa/w	v2spie---
μορφῇ	morfh=|	μορφάω	morfa/w	v3spsa---
μορφῇ	morfh=|	μορφάζω	morfa/zw	v2sfim---
μορφῇ	morfh=|	μορφάζω	morfa/zw	v3sfia---
μορφῇ	morfh=|	μορφή	morfh/	n-s---fd-
μου	mou	ἐγώ	e)gw/	p-s---mg-
μου	mou	ἐγώ	e)gw/	p-s---fg-
μυρίσαι	muri/sai	μυρίζω	muri/zw	v--ana---
μυρίσαι	muri/sai	μυρίζω	muri/zw	v3saoa---
μυστήριον	musth/rion	μυστήριον	musth/rion	n-s---nn-
μυστήριον	musth/rion	μυστήριον	musth/rion	n-s---nv-
μυστήριον	musth/rion	μυστήριον	musth/rion	n-s---na-
μάθετε	ma/qete	μανθάνω	manqa/nw	v2pama---
μάθετε	ma/qete	μανθάνω	manqa/nw	v2paia---
μάστιγας	ma/stigas	μάστιξ	ma/stic	n-p---fa-
μάστιγος	ma/stigos	μάστιξ	ma/stic	n-s---fg-
μάστιγός	ma/stigo/s	μάστιξ	ma/stic	n-s---fg-
μάτην	ma/thn	μάτη	ma/th	n-s---fa-
μάτην	ma/thn	μάτην	ma/thn	d--------
μάτην	ma/thn	μάτος	ma/tos	n-s---na-
μάτην	ma/thn	ματάω	mata/w	v3piia---
μάτην	ma/thn	ματάω	mata/w	v1siia---
μάχαιραν	ma/xairan	μάχαιρα	ma/xaira	n-s---fa-
μέγα	me/ga	μέγας	me/gas	n-s---nn-
μέγα	me/ga	μέγας	me/gas	n-s---nv-
μέγα	me/ga	μέγας	me/gas	n-s---na-
μέγαν	me/gan	μέγας	me/gas	n-s---ma-
μέγας	me/gas	μέγας	me/gas	n-s---mn-
μέλει	me/lei	μέλος	me/los	n-d---nn-
μέλει	me/lei	μέλος	me/los	n-d---nv-
μέλει	me/lei	μέλος	me/los	n-d---na-
μέλει	me/lei	μέλος	me/los	n-s---nd-
μέλει	me/lei	μέλος	me/los	n-s---nd-
μέλει	me/lei	μέλω	me/lw	v2spie---
μέλει	me/lei	μέλω	me/lw	v3spia---
μέλι	me/li	μέλι	me/li	n-s---nn-
μέλι	me/li	μέλι	me/li	n-s---nv-
μέλι	me/li	μέλι	me/li	n-s---na-
μέλλοντα	me/llonta	μέλλω	me/llw	v-pppann-
μέλλοντα	me/llonta	μέλλω	me/llw	v-pppanv-
μέλλοντα	me/llonta	μέλλω	me/llw	v-pppana-
μέλλοντα	me/llonta	μέλλω	me/llw	v-sppama-
μέλλῃ	me/llh|	μέλλω	me/llw	v2spse---
μέλλῃ	me/llh|	μέλλω	me/llw	v2spie---
μέλλῃ	me/llh|	μέλλω	me/llw	v3spsa---
μέν	me/n	μέν	me/n	g--------
μένετε	me/nete	μένω	me/nw	v2ppma---
μένετε	me/nete	μένω	me/nw	v2ppia---
μένετε	me/nete	μένω	me/nw	v2piia---
μέρη	me/rh	μέρα	me/ra	n-s---fn-
μέρη	me/rh	μέρα	me/ra	n-s---fv-
μέρη	me/rh	μέρος	me/ros	n-p---nn-
μέρη	me/rh	μέρος	me/ros	n-p---nv-
μέρη	me/rh	μέρος	me/ros	n-p---na-
μέρη	me/rh	μέρος	me/ros	n-d---nn-
μέρη	me/rh	μέρος	me/ros	n-d---nv-
μέρη	me/rh	μέρος	me/ros	n-d---na-
μέριμναι	me/rimnai	μέριμνα	me/rimna	n-p---fn-
μέριμναι	me/rimnai	μέριμνα	me/rimna	n-p---fv-
μέσον	me/son	μέσος	me/sos	a-s---ma-
μέσον	me/son	μέσος	me/sos	a-s---nn-
μέσον	me/son	μέσος	me/sos	a-s---nv-
μέσον	me/son	μέσος	me/sos	a-s---na-
μέσῳ	me/sw|	μέσος	me/sos	a-s---md-
μέσῳ	me/sw|	μέσος	me/sos	a-s---nd-
μέτρῳ	me/trw|	μέτρον	me/tron	n-s---nd-
μέχρις	me/xris	μέχρι	me/xri	d--------
μέχρις	me/xris	μέχρι	me/xri	c--------
μέχρις	me/xris	μέχρι	me/xri	r--------
μή	mh/	μή	mh/	c--------
μήτηρ	mh/thr	μήτηρ	mh/thr	n-s---fn-
μία	mi/a	εἷς	ei(=s	n-s---fn-
μία	mi/a	εἷς	ei(=s	n-s---fv-
μία	mi/a	εἷς	ei(=s	a-s---fn-
μία	mi/a	εἷς	ei(=s	a-s---fv-
μίαν	mi/an	εἷς	ei(=s	a-s---fa-
μόδιον	mo/dion	μόδιος	mo/dios	n-s---ma-
μόνας	mo/nas	μόνος	mo/nos	a-p---fa-
μόνας	mo/nas	μόνος	mo/nos	a-s---fg-
μόνον	mo/non	μόνος	mo/nos	a-s---ma-
μόνον	mo/non	μόνος	mo/nos	a-s---nn-
μόνον	mo/non	μόνος	mo/nos	a-s---nv-
μόνον	mo/non	μόνος	mo/nos	a-s---na-
μόνος	mo/nos	μόνος	mo/nos	a-s---mn-
μόνους	mo/nous	μόνος	mo/nos	a-p---ma-
μόνους	mo/nous	μονόω	mono/w	v2siia---
μύλος	mu/los	μύλος	mu/los	n-s---mn-
μύρον	mu/ron	μύρον	mu/ron	n-s---nn-
μύρον	mu/ron	μύρον	mu/ron	n-s---nv-
μύρον	mu/ron	μύρον	mu/ron	n-s---na-
μύρου	mu/rou	μύρον	mu/ron	n-s---ng-
μύρου	mu/rou	μύρω	mu/rw	v2spme---
μύρου	mu/rou	μύρω	mu/rw	v2siie---
μύρου	mu/rou	μῦρος	mu=ros	n-s---mg-
μύρου	mu/rou	μυρόω	muro/w	v2spma---
μύρου	mu/rou	μυρόω	muro/w	v3siia---
μᾶλλον	ma=llon	μᾶλλον	ma=llon	d--------
ναοῦ	naou=	ναός	nao/s	n-s---mg-
ναοῦ	naou=	ναόω	nao/w	v2spme---
ναοῦ	naou=	ναόω	nao/w	v2siie---
ναόν	nao/n	ναός	nao/s	n-s---ma-
νεανίσκον	neani/skon	νεανίσκος	neani/skos	n-s---ma-
νεανίσκος	neani/skos	νεανίσκος	neani/skos	n-s---mn-
νεκρός	nekro/s	νεκρός	nekro/s	a-s---mn-
νεκρός	nekro/s	νεκρός	nekro/s	n-s---mn-
νεκρῶν	nekrw=n	νεκρός	nekro/s	a-p---fg-
νεκρῶν	nekrw=n	νεκρός	nekro/s	a-p---mg-
νεκρῶν	nekrw=n	νεκρός	nekro/s	a-p---ng-
νεκρῶν	nekrw=n	νεκρός	nekro/s	n-p---mg-
νεκρῶν	nekrw=n	νεκρόω	nekro/w	v-sppamv-
νεκρῶν	nekrw=n	νεκρόω	nekro/w	v-sppann-
νεκρῶν	nekrw=n	νεκρόω	nekro/w	v-sppanv-
νεκρῶν	nekrw=n	νεκρόω	nekro/w	v-sppana-
νεκρῶν	nekrw=n	νεκρόω	nekro/w	v-sppamn-
νεκρῶν	nekrw=n	νεκρόω	nekro/w	v--pna---
νεφελῶν	nefelw=n	νεφέλη	nefe/lh	n-p---fg-
νεφέλαις	nefe/lais	νεφέλη	nefe/lh	n-p---fd-
νεφέλη	nefe/lh	νεφέλη	nefe/lh	n-s---fn-
νεφέλη	nefe/lh	νεφέλη	nefe/lh	n-s---fv-
νεφέλης	nefe/lhs	νεφέλη	nefe/lh	n-s---fg-
νεότητός	neo/thto/s	νεότης	neo/ths	n-s---fg-
νηστεύειν	nhsteu/ein	νηστεύω	nhsteu/w	v--pna---
νηστεύοντες	nhsteu/ontes	νηστεύω	nhsteu/w	v-pppamn-
νηστεύοντες	nhsteu/ontes	νηστεύω	nhsteu/w	v-pppamv-
νηστεύουσιν	nhsteu/ousin	νηστεύω	nhsteu/w	v-pppamd-
νηστεύουσιν	nhsteu/ousin	νηστεύω	nhsteu/w	v-pppand-
νηστεύουσιν	nhsteu/ousin	νηστεύω	nhsteu/w	v3ppia---
νηστεύσουσιν	nhsteu/sousin	νηστεύω	nhsteu/w	v3pasa---
νηστεύσουσιν	nhsteu/sousin	νηστεύω	nhsteu/w	v-pfpamd-
νηστεύσουσιν	nhsteu/sousin	νηστεύω	nhsteu/w	v-pfpand-
νηστεύσουσιν	nhsteu/sousin	νηστεύω	nhsteu/w	v3pfia---
νοείτω	noei/tw	νοέω	noe/w	v3spma---
νοεῖτε	noei=te	νοέω	noe/w	v2ppma---
νοεῖτε	noei=te	νοέω	noe/w	v2ppoa---
νοεῖτε	noei=te	νοέω	noe/w	v2ppia---
νοεῖτε	noei=te	νοέω	noe/w	v2piia---
νουνεχῶς	nounexw=s	νουνεχής	nounexh/s	x--------
νυκτί	nukti/	νύξ	nu/c	n-s---fd-
νυκτός	nukto/s	νύξ	nu/c	n-s---fg-
νυμφίον	numfi/on	νυμφίοσ1	numfi/os1	n-s---ma-
νυμφίον	numfi/on	νυμφίοσ2	numfi/os2	a-s---ma-
νυμφίον	numfi/on	νυμφίοσ2	numfi/os2	a-s---nn-
νυμφίον	numfi/on	νυμφίοσ2	numfi/os2	a-s---nv-
νυμφίον	numfi/on	νυμφίοσ2	numfi/os2	a-s---na-
νυμφίος	numfi/os	νυμφίοσ1	numfi/os1	n-s---mn-
νυμφίος	numfi/os	νυμφίοσ2	numfi/os2	a-s---mn-
νυμφῶνος	numfw=nos	νυμφών	numfw/n	n-s---mg-
νάρδου	na/rdou	νάρδον	na/rdon	n-s---ng-
νάρδου	na/rdou	νάρδος	na/rdos	n-s---fg-
νέον	ne/on	νέος	ne/os	a-s---ma-
νέον	ne/on	νέος	ne/os	a-s---nn-
νέον	ne/on	νέος	ne/os	a-s---nv-
νέον	ne/on	νέος	ne/os	a-s---na-
νέον	ne/on	νέος	ne/os	n-s---ma-
νέον	ne/on	νέος	ne/os	n-s---fa-
νέον	ne/on	νέος	ne/os	n-s---nn-
νέον	ne/on	νέος	ne/os	n-s---nv-
νέον	ne/on	νέος	ne/os	n-s---na-
νέον	ne/on	νέω	ne/w	v-sppamv-
νέον	ne/on	νέω	ne/w	v-sppann-
νέον	ne/on	νέω	ne/w	v-sppanv-
νέον	ne/on	νέω	ne/w	v-sppana-
νέον	ne/on	νέω	ne/w	v3piia---
νέον	ne/on	νέω	ne/w	v1siia---
νέον	ne/on	νέω1	ne/w1	v-sppamv-
νέον	ne/on	νέω1	ne/w1	v-sppann-
νέον	ne/on	νέω1	ne/w1	v-sppanv-
νέον	ne/on	νέω1	ne/w1	v-sppana-
νέον	ne/on	νέω1	ne/w1	v3piia---
νέον	ne/on	νέω1	ne/w1	v1siia---
νέον	ne/on	νέω2	ne/w2	v-sppamv-
νέον	ne/on	νέω2	ne/w2	v-sppann-
νέον	ne/on	νέω2	ne/w2	v-sppanv-
νέον	ne/on	νέω2	ne/w2	v-sppana-
νέον	ne/on	νέω2	ne/w2	v3piia---
νέον	ne/on	νέω2	ne/w2	v1siia---
νέον	ne/on	νέω3	ne/w3	v-sppamv-
νέον	ne/on	νέω3	ne/w3	v-sppann-
νέον	ne/on	νέω3	ne/w3	v-sppanv-
νέον	ne/on	νέω3	ne/w3	v-sppana-
νέον	ne/on	νέω3	ne/w3	v3piia---
νέον	ne/on	νέω3	ne/w3	v1siia---
νήστεις	nh/steis	νῆστις	nh=stis	n-p---mn-
νήστεις	nh/steis	νῆστις	nh=stis	n-p---mv-
νήστεις	nh/steis	νῆστις	nh=stis	n-p---fn-
νήστεις	nh/steis	νῆστις	nh=stis	n-p---fv-
νήστεις	nh/steis	νῆστις	nh=stis	n-p---mn-
νήστεις	nh/steis	νῆστις	nh=stis	n-p---ma-
νήστεις	nh/steis	νῆστις	nh=stis	n-p---fn-
νήστεις	nh/steis	νῆστις	nh=stis	n-p---fa-
νήστεις	nh/steis	νῆστις	nh=stis	n-p---mn-
νήστεις	nh/steis	νῆστις	nh=stis	n-p---fn-
νίψωνται	ni/ywntai	νίφω	ni/fw	v3pasm---
νίψωνται	ni/ywntai	νίζω	ni/zw	v3pasm---
νόσοις	no/sois	νόσος	no/sos	n-p---fd-
νύκτα	nu/kta	νύξ	nu/c	n-s---fa-
νῦν	nu=n	νῦν	nu=n	d--------
ξεστῶν	cestw=n	ξέστης	ce/sths	n-p---mg-
ξεστῶν	cestw=n	ξεστός	cesto/s	a-p---fg-
ξεστῶν	cestw=n	ξεστός	cesto/s	a-p---mg-
ξεστῶν	cestw=n	ξεστός	cesto/s	a-p---ng-
ξηραίνεται	chrai/netai	ξηραίνω	chrai/nw	v3spie---
ξηράν	chra/n	ξηρά	chra/	n-s---fa-
ξηράν	chra/n	ξηρός	chro/s	a-s---fa-
ξύλων	cu/lwn	ξύλον	cu/lon	n-p---ng-
ξύλων	cu/lwn	ξυλόω	culo/w	v3piia---
ξύλων	cu/lwn	ξυλόω	culo/w	v1siia---
οἰκοδεσπότῃ	oi)kodespo/th|	οἰκοδεσπότης	oi)kodespo/ths	n-s---md-
οἰκοδομαί	oi)kodomai/	οἰκοδομή	oi)kodomh/	n-p---fn-
οἰκοδομαί	oi)kodomai/	οἰκοδομή	oi)kodomh/	n-p---fv-
οἰκοδομοῦντες	oi)kodomou=ntes	οἰκοδομέω	oi)kodome/w	v-pppamn-
οἰκοδομοῦντες	oi)kodomou=ntes	οἰκοδομέω	oi)kodome/w	v-pppamv-
οἰκοδομάς	oi)kodoma/s	οἰκοδομή	oi)kodomh/	n-p---fa-
οἰκοδομήσω	oi)kodomh/sw	οἰκοδομέω	oi)kodome/w	v1sasa---
οἰκοδομήσω	oi)kodomh/sw	οἰκοδομέω	oi)kodome/w	v1sfia---
οἰκοδομήσω	oi)kodomh/sw	οἰκοδομέω	oi)kodome/w	v2saim---
οἰκοδομῶν	oi)kodomw=n	οἰκοδομέω	oi)kodome/w	v-sppamn-
οἰκοδομῶν	oi)kodomw=n	οἰκοδομή	oi)kodomh/	n-p---fg-
οἰκία	oi)ki/a	οἰκία	oi)ki/a	n-d---fn-
οἰκία	oi)ki/a	οἰκία	oi)ki/a	n-d---fv-
οἰκία	oi)ki/a	οἰκία	oi)ki/a	n-d---fa-
οἰκία	oi)ki/a	οἰκία	oi)ki/a	n-s---fn-
οἰκία	oi)ki/a	οἰκία	oi)ki/a	n-s---fv-
οἰκία	oi)ki/a	οἰκίον	oi)ki/on	n-p---nn-
οἰκία	oi)ki/a	οἰκίον	oi)ki/on	n-p---nv-
οἰκία	oi)ki/a	οἰκίον	oi)ki/on	n-p---na-
οἰκίαν	oi)ki/an	οἰκία	oi)ki/a	n-s---fa-
οἰκίας	oi)ki/as	οἰκία	oi)ki/a	n-p---fa-
οἰκίας	oi)ki/as	οἰκία	oi)ki/a	n-s---fg-
οἰκίᾳ	oi)ki/a|	οἰκία	oi)ki/a	n-p---fn-
οἰκίᾳ	oi)ki/a|	οἰκία	oi)ki/a	n-p---fv-
οἰκίᾳ	oi)ki/a|	οἰκία	oi)ki/a	n-s---fd-
οἱ	oi(	ἕ	e(/	n-s---md-
οἱ	oi(	ἕ	e(/	n-s---fd-
οἱ	oi(	ὁ	o(	l-p---mn-
οἱ	oi(	ὁ	o(	l-p---mv-
οἴδαμεν	oi)/damen	οἶδα	oi)=da	v1pria---
οἴδατε	oi)/date	οἶδα	oi)=da	v2pria---
οἴκῳ	oi)/kw|	οἶκος	oi)=kos	n-s---md-
οἵ	oi(/	ἕ	e(/	n-s---md-
οἵ	oi(/	ἕ	e(/	n-s---fd-
οἵ	oi(/	ὁ	o(	l-p---mn-
οἵ	oi(/	ὁ	o(	l-p---mv-
οἵ	oi(/	ὅς	o(/s	p-p---mn-
οἵα	oi(/a	οἷος	oi(=os	a-d---fn-
οἵα	oi(/a	οἷος	oi(=os	a-d---fv-
οἵα	oi(/a	οἷος	oi(=os	a-d---fa-
οἵα	oi(/a	οἷος	oi(=os	a-s---fn-
οἵα	oi(/a	οἷος	oi(=os	a-s---fv-
οἵτινες	oi(/tines	ὅστις	o(/stis	p-p---mn-
οἶδα	oi)=da	οἶδα	oi)=da	v1sria---
οἶδας	oi)=das	οἶδα	oi)=da	v2sria---
οἶδεν	oi)=den	οἶδα	oi)=da	v3sria---
οἶδά	oi)=da/	οἶδα	oi)=da	v1sria---
οἶκον	oi)=kon	οἶκος	oi)=kos	n-s---ma-
οἶκος	oi)=kos	οἶκος	oi)=kos	n-s---mn-
οἶκόν	oi)=ko/n	οἶκος	oi)=kos	n-s---ma-
οἶκός	oi)=ko/s	οἶκος	oi)=kos	n-s---mn-
οἶνον	oi)=non	οἶνον	oi)=non	n-s---nn-
οἶνον	oi)=non	οἶνον	oi)=non	n-s---nv-
οἶνον	oi)=non	οἶνον	oi)=non	n-s---na-
οἶνον	oi)=non	οἶνος	oi)=nos	n-s---ma-
οἶνος	oi)=nos	οἶνος	oi)=nos	n-s---mn-
οἷα	oi(=a	οἷος	oi(=os	a-p---nn-
οἷα	oi(=a	οἷος	oi(=os	a-p---nv-
οἷα	oi(=a	οἷος	oi(=os	a-p---na-
οἷς	oi(=s	ὅς	o(/s	p-p---md-
οἷς	oi(=s	ὅς	o(/s	p-p---nd-
οὐ	ou)	οὐ	ou)	d--------
οὐαί	ou)ai/	οὐαί	ou)ai/	x--------
οὐδεμίαν	ou)demi/an	οὐδείς	ou)dei/s	n-s---fa-
οὐδεμίαν	ou)demi/an	οὐδείς	ou)dei/s	a-s---fa-
οὐδενί	ou)deni/	οὐδείς	ou)dei/s	n-s----d-
οὐδενός	ou)deno/s	οὐδείς	ou)dei/s	n-s----g-
οὐδείς	ou)dei/s	οὐδείς	ou)dei/s	n-s---mn-
οὐδείς	ou)dei/s	οὐδείς	ou)dei/s	n-s---mv-
οὐδέ	ou)de/	οὐδέ	ou)de/	g--------
οὐδέ	ou)de/	οὐδόσ1	ou)do/s1	n-s---mv-
οὐδέ	ou)de/	οὐδόσ2	ou)do/s2	n-s---fv-
οὐδέν	ou)de/n	οὐδείς	ou)dei/s	n-s---nn-
οὐδέν	ou)de/n	οὐδείς	ou)dei/s	n-s---nv-
οὐδέν	ou)de/n	οὐδείς	ou)dei/s	n-s---na-
οὐδένα	ou)de/na	οὐδείς	ou)dei/s	n-s---ma-
οὐδένα	ou)de/na	οὐδείς	ou)dei/s	n-s---fa-
οὐδένα	ou)de/na	οὐδείς	ou)dei/s	n-p---nn-
οὐδένα	ou)de/na	οὐδείς	ou)dei/s	n-p---nv-
οὐδένα	ou)de/na	οὐδείς	ou)dei/s	n-p---na-
οὐδέποτε	ou)de/pote	οὐδέποτε	ou)de/pote	d--------
οὐκ	ou)k	οὐ	ou)	d--------
οὐκέτι	ou)ke/ti	οὐκέτι	ou)ke/ti	d--------
οὐρανούς	ou)ranou/s	οὐρανός	ou)rano/s	n-p---ma-
οὐρανοῖς	ou)ranoi=s	οὐρανός	ou)rano/s	n-p---md-
οὐρανοῖς	ou)ranoi=s	οὐρανόω	ou)rano/w	v2spoa---
οὐρανοῖς	ou)ranoi=s	οὐρανόω	ou)rano/w	v2spsa---
οὐρανοῖς	ou)ranoi=s	οὐρανόω	ou)rano/w	v2spia---
οὐρανοῦ	ou)ranou=	οὐρανός	ou)rano/s	n-s---mg-
οὐρανοῦ	ou)ranou=	οὐρανόω	ou)rano/w	v2siie---
οὐρανοῦ	ou)ranou=	οὐρανόω	ou)rano/w	v2spme---
οὐρανοῦ	ou)ranou=	οὐρανόω	ou)rano/w	v2siie---
οὐρανόν	ou)rano/n	οὐρανός	ou)rano/s	n-s---ma-
οὐρανός	ou)rano/s	οὐρανός	ou)rano/s	n-s---mn-
οὐρανῶν	ou)ranw=n	οὐράνη	ou)ra/nh	n-p---fg-
οὐρανῶν	ou)ranw=n	οὐρανός	ou)rano/s	n-p---mg-
οὐρανῶν	ou)ranw=n	οὐρανόω	ou)rano/w	v-sppamv-
οὐρανῶν	ou)ranw=n	οὐρανόω	ou)rano/w	v-sppann-
οὐρανῶν	ou)ranw=n	οὐρανόω	ou)rano/w	v-sppanv-
οὐρανῶν	ou)ranw=n	οὐρανόω	ou)rano/w	v-sppana-
οὐρανῶν	ou)ranw=n	οὐρανόω	ou)rano/w	v-sppamn-
οὐρανῶν	ou)ranw=n	οὐρανόω	ou)rano/w	v--pna---
οὐρανῷ	ou)ranw=|	οὐρανός	ou)rano/s	n-s---md-
οὐχ	ou)x	οὐ	ou)	d--------
οὔ	ou)/	οὐ	ou)	d--------
οὔπω	ou)/pw	οὔπω	ou)/pw	d--------
οὔσης	ou)/shs	εἰμί	ei)mi/	v-sppafg-
οὔτε	ou)/te	οὔτε	ou)/te	d--------
οὕς	ou(/s	ὅς	o(/s	p-p---ma-
οὕτω	ou(/tw	οὕτως	ou(/tws	d--------
οὕτως	ou(/tws	οὕτως	ou(/tws	d--------
οὖν	ou)=n	οὖν	ou)=n	g--------
οὖσα	ou)=sa	εἰμί	ei)mi/	v-sppafn-
οὖσα	ou)=sa	εἰμί	ei)mi/	v-sppafv-
οὖσα	ou)=sa	οὖσον	ou)=son	n-p---nn-
οὖσα	ou)=sa	οὖσον	ou)=son	n-p---nv-
οὖσα	ou)=sa	οὖσον	ou)=son	n-p---na-
οὖσιν	ou)=sin	εἰμί	ei)mi/	v-pppamd-
οὖσιν	ou)=sin	εἰμί	ei)mi/	v-pppand-
οὗ	ou(=	ἕ	e(/	n-s---mg-
οὗ	ou(=	ἕ	e(/	n-s---fg-
οὗ	ou(=	ἵημι	i(/hmi	v--amm---
οὗ	ou(=	ὅς	o(/s	p-s---mg-
οὗ	ou(=	ὅς	o(/s	p-s---ng-
οὗ	ou(=	οὗ	ou(=	d--------
οὗτοι	ou(=toi	οὗτος	ou(=tos	n-p---mn-
οὗτοι	ou(=toi	οὗτος	ou(=tos	n-p---mv-
οὗτος	ou(=tos	οὗτος	ou(=tos	n-s---mn-
οὗτος	ou(=tos	οὗτος	ou(=tos	n-s---mv-
οὗτοί	ou(=toi/	οὗτος	ou(=tos	n-p---mn-
οὗτοί	ou(=toi/	οὗτος	ou(=tos	n-p---mv-
οὗτός	ou(=to/s	οὗτος	ou(=tos	n-s---mn-
οὗτός	ou(=to/s	οὗτος	ou(=tos	n-s---mv-
παθεῖν	paqei=n	πάσχω	pa/sxw	v--ana---
παθοῦσα	paqou=sa	πάσχω	pa/sxw	v-sapafn-
παθοῦσα	paqou=sa	πάσχω	pa/sxw	v-sapafv-
παιδισκῶν	paidiskw=n	παιδίσκη	paidi/skh	n-p---fg-
παιδιόθεν	paidio/qen	παιδιόθεν	paidio/qen	d--------
παιδία	paidi/a	παιδία	paidi/a	n-d---fn-
παιδία	paidi/a	παιδία	paidi/a	n-d---fv-
παιδία	paidi/a	παιδία	paidi/a	n-d---fa-
παιδία	paidi/a	παιδία	paidi/a	n-s---fn-
παιδία	paidi/a	παιδία	paidi/a	n-s---fv-
παιδία	paidi/a	παιδίον	paidi/on	n-p---nn-
παιδία	paidi/a	παιδίον	paidi/on	n-p---nv-
