Αἰγέως	*ai)ge/ws	Αἰγίς	*ai)gi/s	urn:cite2:hmt:lsj.chicago_md:n2177	n-s---fg-
Ἀπίας	*)api/as	ἄπιοσ2	a)/pios	urn:cite2:hmt:lsj.chicago_md:n12127	a-p---fa-
Ἀπίας	*)api/as	ἄπιοσ2	a)/pios	urn:cite2:hmt:lsj.chicago_md:n12126	a-s---fg-
Ἀπίας	*)api/as	ἄπιοσ2	a)/pios	urn:cite2:hmt:lsj.chicago_md:n12127	a-s---fg-
Ἀπίας	*)api/as	ἄπιοσ2	a)/pios	urn:cite2:hmt:lsj.chicago_md:n12126	a-p---fa-
Ἀπίας	*)api/as	ἄπιοσ2	a)/pios	urn:cite2:hmt:lsj.chicago_md:n12127	a-p---fa-
Ἀπίας	*)api/as	ἄπιοσ2	a)/pios	urn:cite2:hmt:lsj.chicago_md:n12126	a-s---fg-
Ἀπίας	*)api/as	ἄπιοσ2	a)/pios	urn:cite2:hmt:lsj.chicago_md:n12127	a-s---fg-
Ἀπόλλω	*)apo/llw	Ἀπόλλων	*)apo/llwn	urn:cite2:hmt:lsj.chicago_md:n13098	n-s---mn-
Ἀπόλλω	*)apo/llw	ἀπολούω	a)polou/w	urn:cite2:hmt:lsj.chicago_md:n13128	v3siia---
Ἀπόλλωνος	*)apo/llwnos	Ἀπόλλων	*)apo/llwn	urn:cite2:hmt:lsj.chicago_md:n13098	n-s---mg-
Ἀργεῖος	*)argei=os	Ἀργεῖος	*)argei=os	urn:cite2:hmt:lsj.chicago_md:n14755	a-s---mn-
Ἀσίας	*)asi/as	Ἄσιος	*)/asios	urn:cite2:hmt:lsj.chicago_md:n16210	a-p---fa-
Ἀσίας	*)asi/as	Ἄσιος	*)/asios	urn:cite2:hmt:lsj.chicago_md:n16210	a-s---fg-
Ἀσίας	*)asi/as	Ἀσία	*)asi/a	urn:cite2:hmt:lsj.chicago_md:n16188	n-p---fa-
Ἀσίας	*)asi/as	Ἀσία	*)asi/a	urn:cite2:hmt:lsj.chicago_md:n16188	n-s---fg-
Ἀσίας	*)asi/as	ἄσιος	a)/sios	urn:cite2:hmt:lsj.chicago_md:n16210	a-p---fa-
Ἀσίας	*)asi/as	ἄσιος	a)/sios	urn:cite2:hmt:lsj.chicago_md:n16210	a-s---fg-
Ἀφροδίτα	*)afrodi/ta	Ἀφροδίτη	*)afrodi/th	urn:cite2:hmt:lsj.chicago_md:n18519	n-d---fn-
Ἀφροδίτα	*)afrodi/ta	Ἀφροδίτη	*)afrodi/th	urn:cite2:hmt:lsj.chicago_md:n18519	n-d---fv-
Ἀφροδίτα	*)afrodi/ta	Ἀφροδίτη	*)afrodi/th	urn:cite2:hmt:lsj.chicago_md:n18519	n-d---fa-
Ἀφροδίτα	*)afrodi/ta	Ἀφροδίτη	*)afrodi/th	urn:cite2:hmt:lsj.chicago_md:n18519	n-s---fn-
Ἀφροδίτα	*)afrodi/ta	Ἀφροδίτη	*)afrodi/th	urn:cite2:hmt:lsj.chicago_md:n18519	n-s---fv-
Ἀφροδίτα	*)afrodi/ta	Ἀφροδίτη	*)afrodi/th	urn:cite2:hmt:lsj.chicago_md:n18519	n-d---fn-
Ἀφροδίτα	*)afrodi/ta	Ἀφροδίτη	*)afrodi/th	urn:cite2:hmt:lsj.chicago_md:n18519	n-d---fv-
Ἀφροδίτα	*)afrodi/ta	Ἀφροδίτη	*)afrodi/th	urn:cite2:hmt:lsj.chicago_md:n18519	n-d---fa-
Ἀφροδίτα	*)afrodi/ta	Ἀφροδίτη	*)afrodi/th	urn:cite2:hmt:lsj.chicago_md:n18519	n-s---fn-
Ἀφροδίτα	*)afrodi/ta	Ἀφροδίτη	*)afrodi/th	urn:cite2:hmt:lsj.chicago_md:n18519	n-s---fv-
Ἀΐδας	*)ai+/das	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2244	n-p---ma-
Ἀΐδας	*)ai+/das	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2245	n-p---ma-
Ἀΐδας	*)ai+/das	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2245	n-p---ma-
Ἀΐδας	*)ai+/das	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2246	n-p---ma-
Ἀΐδας	*)ai+/das	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2246	n-p---ma-
Ἀΐδας	*)ai+/das	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2244	n-s---mn-
Ἀΐδας	*)ai+/das	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2245	n-s---mn-
Ἀΐδας	*)ai+/das	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2245	n-s---mn-
Ἀΐδας	*)ai+/das	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2246	n-s---mn-
Ἀΐδας	*)ai+/das	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2246	n-s---mn-
Ἄδραστον	*)/adraston	Ἄδραστος	*)/adrastos	urn:cite2:hmt:lsj.chicago_md:n1479	n-s---ma-
Ἄδραστον	*)/adraston	ἄδραστος	a)/drastos	urn:cite2:hmt:lsj.chicago_md:n1479	n-s---ma-
Ἄδραστον	*)/adraston	ἄδραστος	a)/drastos	urn:cite2:hmt:lsj.chicago_md:n1479	n-s---fa-
Ἄδραστον	*)/adraston	ἄδραστος	a)/drastos	urn:cite2:hmt:lsj.chicago_md:n1479	n-s---nn-
Ἄδραστον	*)/adraston	ἄδραστος	a)/drastos	urn:cite2:hmt:lsj.chicago_md:n1479	n-s---nv-
Ἄδραστον	*)/adraston	ἄδραστος	a)/drastos	urn:cite2:hmt:lsj.chicago_md:n1479	n-s---na-
Ἄργος	*)/argos	Ἄργος	*)/argos	urn:cite2:hmt:lsj.chicago_md:n14815	n-s---nn-
Ἄργος	*)/argos	Ἄργος	*)/argos	urn:cite2:hmt:lsj.chicago_md:n14816	n-s---nn-
Ἄργος	*)/argos	Ἄργος	*)/argos	urn:cite2:hmt:lsj.chicago_md:n14817	n-s---nn-
Ἄργος	*)/argos	Ἄργος	*)/argos	urn:cite2:hmt:lsj.chicago_md:n14815	n-s---nv-
Ἄργος	*)/argos	Ἄργος	*)/argos	urn:cite2:hmt:lsj.chicago_md:n14816	n-s---nv-
Ἄργος	*)/argos	Ἄργος	*)/argos	urn:cite2:hmt:lsj.chicago_md:n14817	n-s---nv-
Ἄργος	*)/argos	Ἄργος	*)/argos	urn:cite2:hmt:lsj.chicago_md:n14815	n-s---na-
Ἄργος	*)/argos	Ἄργος	*)/argos	urn:cite2:hmt:lsj.chicago_md:n14816	n-s---na-
Ἄργος	*)/argos	Ἄργος	*)/argos	urn:cite2:hmt:lsj.chicago_md:n14817	n-s---na-
Ἄργος	*)/argos	Ἄργος	*)/argos	urn:cite2:hmt:lsj.chicago_md:n14815	n-s---mn-
Ἄργος	*)/argos	Ἄργος	*)/argos	urn:cite2:hmt:lsj.chicago_md:n14816	n-s---mn-
Ἄργος	*)/argos	Ἄργος	*)/argos	urn:cite2:hmt:lsj.chicago_md:n14817	n-s---mn-
Ἄργους	*)/argous	Ἄργος	*)/argos	urn:cite2:hmt:lsj.chicago_md:n14815	n-s---ng-
Ἄργους	*)/argous	Ἄργος	*)/argos	urn:cite2:hmt:lsj.chicago_md:n14816	n-s---ng-
Ἄργους	*)/argous	Ἄργος	*)/argos	urn:cite2:hmt:lsj.chicago_md:n14817	n-s---ng-
Ἄρεος	*)/areos	Ἄρεος	*)/areos	urn:cite2:hmt:lsj.chicago_md:n14944	a-s---mn-
Ἄρεος	*)/areos	Ἄρης	*)/arhs	urn:cite2:hmt:lsj.chicago_md:n14990	n-s---mg-
Ἄρεος	*)/areos	Ἄρης	*)/arhs	urn:cite2:hmt:lsj.chicago_md:n14990	n-s---mg-
Ἄρεος	*)/areos	Ἄρις	*)/aris	urn:cite2:hmt:lsj.chicago_md:n15064	n-s---fg-
Ἄρεος	*)/areos	Ἄρις	*)/aris	urn:cite2:hmt:lsj.chicago_md:n15065	n-s---fg-
Ἄρεος	*)/areos	ἄρος	a)/ros	urn:cite2:hmt:lsj.chicago_md:n15345	n-s---ng-
Ἄρη	*)/arh	Ἄρης	*)/arhs	urn:cite2:hmt:lsj.chicago_md:n14990	n-s---ma-
Ἄρη	*)/arh	Ἄρης	*)/arhs	urn:cite2:hmt:lsj.chicago_md:n14990	n-s---mv-
Ἄρη	*)/arh	Ἄρης	*)/arhs	urn:cite2:hmt:lsj.chicago_md:n14990	n-s---ma-
Ἄρη	*)/arh	Ἄρης	*)/arhs	urn:cite2:hmt:lsj.chicago_md:n14990	n-s---mv-
Ἄρη	*)/arh	Ἄρις	*)/aris	urn:cite2:hmt:lsj.chicago_md:n15064	n-d---fn-
Ἄρη	*)/arh	Ἄρις	*)/aris	urn:cite2:hmt:lsj.chicago_md:n15065	n-d---fn-
Ἄρη	*)/arh	Ἄρις	*)/aris	urn:cite2:hmt:lsj.chicago_md:n15064	n-d---fv-
Ἄρη	*)/arh	Ἄρις	*)/aris	urn:cite2:hmt:lsj.chicago_md:n15065	n-d---fv-
Ἄρη	*)/arh	Ἄρις	*)/aris	urn:cite2:hmt:lsj.chicago_md:n15064	n-d---fa-
Ἄρη	*)/arh	Ἄρις	*)/aris	urn:cite2:hmt:lsj.chicago_md:n15065	n-d---fa-
Ἄρη	*)/arh	ἄρος	a)/ros	urn:cite2:hmt:lsj.chicago_md:n15345	n-p---nn-
Ἄρη	*)/arh	ἄρος	a)/ros	urn:cite2:hmt:lsj.chicago_md:n15345	n-p---nv-
Ἄρη	*)/arh	ἄρος	a)/ros	urn:cite2:hmt:lsj.chicago_md:n15345	n-p---na-
Ἄρη	*)/arh	ἄρος	a)/ros	urn:cite2:hmt:lsj.chicago_md:n15345	n-d---nn-
Ἄρη	*)/arh	ἄρος	a)/ros	urn:cite2:hmt:lsj.chicago_md:n15345	n-d---nv-
Ἄρη	*)/arh	ἄρος	a)/ros	urn:cite2:hmt:lsj.chicago_md:n15345	n-d---na-
Ἄρης	*)/arhs	Ἄρης	*)/arhs	urn:cite2:hmt:lsj.chicago_md:n14990	n-s---mn-
Ἄρης	*)/arhs	Ἄρης	*)/arhs	urn:cite2:hmt:lsj.chicago_md:n14990	n-s---mn-
Ἄρης	*)/arhs	Ἄρης	*)/arhs	urn:cite2:hmt:lsj.chicago_md:n14990	n-s---mn-
Ἄρης	*)/arhs	Ἄρης	*)/arhs	urn:cite2:hmt:lsj.chicago_md:n14990	n-s---mn-
Ἄρης	*)/arhs	Ἄρις	*)/aris	urn:cite2:hmt:lsj.chicago_md:n15064	n-p---fn-
Ἄρης	*)/arhs	Ἄρις	*)/aris	urn:cite2:hmt:lsj.chicago_md:n15065	n-p---fn-
Ἄρης	*)/arhs	Ἄρις	*)/aris	urn:cite2:hmt:lsj.chicago_md:n15064	n-p---fv-
Ἄρης	*)/arhs	Ἄρις	*)/aris	urn:cite2:hmt:lsj.chicago_md:n15065	n-p---fv-
Ἄϊδος	*)/ai+dos	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2244	n-s---mg-
Ἄϊδος	*)/ai+dos	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2245	n-s---mg-
Ἄϊδος	*)/ai+dos	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2245	n-s---mg-
Ἄϊδος	*)/ai+dos	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2246	n-s---mg-
Ἄϊδος	*)/ai+dos	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2246	n-s---mg-
Ἅιδην	*(/aidhn	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2244	n-s---ma-
Ἅιδην	*(/aidhn	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2245	n-s---ma-
Ἅιδην	*(/aidhn	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2245	n-s---ma-
Ἅιδην	*(/aidhn	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2246	n-s---ma-
Ἅιδην	*(/aidhn	Ἅιδης	*(/aidhs	urn:cite2:hmt:lsj.chicago_md:n2246	n-s---ma-
ἐγγελῶν	e)ggelw=n	ἐγγελάω	e)ggela/w	urn:cite2:hmt:lsj.chicago_md:n29958	v-sppamv-
ἐγγελῶν	e)ggelw=n	ἐγγελάω	e)ggela/w	urn:cite2:hmt:lsj.chicago_md:n29958	v-sppann-
ἐγγελῶν	e)ggelw=n	ἐγγελάω	e)ggela/w	urn:cite2:hmt:lsj.chicago_md:n29958	v-sppanv-
ἐγγελῶν	e)ggelw=n	ἐγγελάω	e)ggela/w	urn:cite2:hmt:lsj.chicago_md:n29958	v-sppana-
ἐγγελῶν	e)ggelw=n	ἐγγελάω	e)ggela/w	urn:cite2:hmt:lsj.chicago_md:n29958	v-sppamn-
ἐγγελῶν	e)ggelw=n	ἐγγελάω	e)ggela/w	urn:cite2:hmt:lsj.chicago_md:n29958	v-sppamn-
ἐγγελῶν	e)ggelw=n	ἐγγελάω	e)ggela/w	urn:cite2:hmt:lsj.chicago_md:n29958	v-sppamv-
ἐγγελῶν	e)ggelw=n	ἐγγελάω	e)ggela/w	urn:cite2:hmt:lsj.chicago_md:n29958	v-sppann-
ἐγγελῶν	e)ggelw=n	ἐγγελάω	e)ggela/w	urn:cite2:hmt:lsj.chicago_md:n29958	v-sppanv-
ἐγγελῶν	e)ggelw=n	ἐγγελάω	e)ggela/w	urn:cite2:hmt:lsj.chicago_md:n29958	v-sppana-
ἐγγελῶν	e)ggelw=n	ἐγγελάω	e)ggela/w	urn:cite2:hmt:lsj.chicago_md:n29958	v-sppamn-
ἐγγελῶν	e)ggelw=n	ἐγγελάω	e)ggela/w	urn:cite2:hmt:lsj.chicago_md:n29958	v-sfpamv-
ἐγγελῶν	e)ggelw=n	ἐγγελάω	e)ggela/w	urn:cite2:hmt:lsj.chicago_md:n29958	v-sfpann-
ἐγγελῶν	e)ggelw=n	ἐγγελάω	e)ggela/w	urn:cite2:hmt:lsj.chicago_md:n29958	v-sfpanv-
ἐγγελῶν	e)ggelw=n	ἐγγελάω	e)ggela/w	urn:cite2:hmt:lsj.chicago_md:n29958	v-sfpana-
ἐγγελῶν	e)ggelw=n	ἐγγελάω	e)ggela/w	urn:cite2:hmt:lsj.chicago_md:n29958	v-sfpamn-
ἐγγενής	e)ggenh/s	ἐγγενής	e)ggenh/s	urn:cite2:hmt:lsj.chicago_md:n29960	n-s---mn-
ἐγγενής	e)ggenh/s	ἐγγενής	e)ggenh/s	urn:cite2:hmt:lsj.chicago_md:n29960	n-s---fn-
ἐγγυτέρω	e)ggute/rw	ἐγγύς	e)ggu/s	urn:cite2:hmt:lsj.chicago_md:n30030	d--------
ἐγγυτέρω	e)ggute/rw	ἐγγύτερος	e)ggu/teros	urn:cite2:hmt:lsj.chicago_md:n30031	n-d---mn-
ἐγγυτέρω	e)ggute/rw	ἐγγύτερος	e)ggu/teros	urn:cite2:hmt:lsj.chicago_md:n30031	n-d---mv-
ἐγγυτέρω	e)ggute/rw	ἐγγύτερος	e)ggu/teros	urn:cite2:hmt:lsj.chicago_md:n30031	n-d---ma-
ἐγγυτέρω	e)ggute/rw	ἐγγύτερος	e)ggu/teros	urn:cite2:hmt:lsj.chicago_md:n30031	n-d---fn-
ἐγγυτέρω	e)ggute/rw	ἐγγύτερος	e)ggu/teros	urn:cite2:hmt:lsj.chicago_md:n30031	n-d---fv-
ἐγγυτέρω	e)ggute/rw	ἐγγύτερος	e)ggu/teros	urn:cite2:hmt:lsj.chicago_md:n30031	n-d---fa-
ἐγγυτέρω	e)ggute/rw	ἐγγύτερος	e)ggu/teros	urn:cite2:hmt:lsj.chicago_md:n30031	n-d---nn-
ἐγγυτέρω	e)ggute/rw	ἐγγύτερος	e)ggu/teros	urn:cite2:hmt:lsj.chicago_md:n30031	n-d---nv-
ἐγγυτέρω	e)ggute/rw	ἐγγύτερος	e)ggu/teros	urn:cite2:hmt:lsj.chicago_md:n30031	n-d---na-
ἐγγυτέρω	e)ggute/rw	ἐγγύτερος	e)ggu/teros	urn:cite2:hmt:lsj.chicago_md:n30031	n-s---mg-
ἐγγυτέρω	e)ggute/rw	ἐγγύτερος	e)ggu/teros	urn:cite2:hmt:lsj.chicago_md:n30031	n-s---fg-
ἐγγυτέρω	e)ggute/rw	ἐγγύτερος	e)ggu/teros	urn:cite2:hmt:lsj.chicago_md:n30031	n-s---ng-
ἐγγύς	e)ggu/s	ἐγγύς	e)ggu/s	urn:cite2:hmt:lsj.chicago_md:n30030	d--------
ἐγείρετε	e)gei/rete	ἐγείρω	e)gei/rw	urn:cite2:hmt:lsj.chicago_md:n30040	v2pasa---
ἐγείρετε	e)gei/rete	ἐγείρω	e)gei/rw	urn:cite2:hmt:lsj.chicago_md:n30040	v2ppma---
ἐγείρετε	e)gei/rete	ἐγείρω	e)gei/rw	urn:cite2:hmt:lsj.chicago_md:n30040	v2ppia---
ἐγείρετε	e)gei/rete	ἐγείρω	e)gei/rw	urn:cite2:hmt:lsj.chicago_md:n30040	v2piia---
ἐγιγνόμην	e)gigno/mhn	γίγνομαι	gi/gnomai	urn:cite2:hmt:lsj.chicago_md:n22209	v1siie---
ἐγκρατεῖς	e)gkratei=s	ἐγκρατέω	e)gkrate/w	urn:cite2:hmt:lsj.chicago_md:n30405	v2spia---
ἐγκρατεῖς	e)gkratei=s	ἐγκρατής	e)gkrath/s	urn:cite2:hmt:lsj.chicago_md:n30406	n-p---ma-
ἐγκρατεῖς	e)gkratei=s	ἐγκρατής	e)gkrath/s	urn:cite2:hmt:lsj.chicago_md:n30406	n-p---fa-
ἐγκρατεῖς	e)gkratei=s	ἐγκρατής	e)gkrath/s	urn:cite2:hmt:lsj.chicago_md:n30406	n-p---mn-
ἐγκρατεῖς	e)gkratei=s	ἐγκρατής	e)gkrath/s	urn:cite2:hmt:lsj.chicago_md:n30406	n-p---mv-
ἐγκρατεῖς	e)gkratei=s	ἐγκρατής	e)gkrath/s	urn:cite2:hmt:lsj.chicago_md:n30406	n-p---fn-
ἐγκρατεῖς	e)gkratei=s	ἐγκρατής	e)gkrath/s	urn:cite2:hmt:lsj.chicago_md:n30406	n-p---fv-
ἐγρεμάχαν	e)grema/xan	ἐγρεμάχης	e)grema/xhs	urn:cite2:hmt:lsj.chicago_md:n30511	n-s---ma-
ἐγρεμάχαν	e)grema/xan	ἐγρεμάχης	e)grema/xhs	urn:cite2:hmt:lsj.chicago_md:n30511	n-s---ma-
ἐγχέων	e)gxe/wn	ἔγχος	e)/gxos	urn:cite2:hmt:lsj.chicago_md:n30602	n-p---ng-
ἐγχέων	e)gxe/wn	ἐγχέω	e)gxe/w	urn:cite2:hmt:lsj.chicago_md:n30580	v-sppamn-
ἐγχέων	e)gxe/wn	ἐγχύνω	e)gxu/nw	urn:cite2:hmt:lsj.chicago_md:n30642	v-sppamn-
ἐγχώριοι	e)gxw/rioi	ἐγχώριος	e)gxw/rios	urn:cite2:hmt:lsj.chicago_md:n30653	a-p---mn-
ἐγχώριοι	e)gxw/rioi	ἐγχώριος	e)gxw/rios	urn:cite2:hmt:lsj.chicago_md:n30653	a-p---mv-
ἐγχώριοι	e)gxw/rioi	ἐγχώριος	e)gxw/rios	urn:cite2:hmt:lsj.chicago_md:n30653	n-p---mn-
ἐγχώριοι	e)gxw/rioi	ἐγχώριος	e)gxw/rios	urn:cite2:hmt:lsj.chicago_md:n30653	n-p---mv-
ἐγχώριοι	e)gxw/rioi	ἐγχώριος	e)gxw/rios	urn:cite2:hmt:lsj.chicago_md:n30653	n-p---fn-
ἐγχώριοι	e)gxw/rioi	ἐγχώριος	e)gxw/rios	urn:cite2:hmt:lsj.chicago_md:n30653	n-p---fv-
ἐγώ	e)gw/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---mn-
ἐγώ	e)gw/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---mv-
ἐγώ	e)gw/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---fn-
ἐγώ	e)gw/	ἐγώ	e)gw/	urn:cite2:hmt:lsj.chicago_md:n30657	p-s---fv-
ἐγῷδα	e)gw=|da	οἶδα	oi)=da	urn:cite2:hmt:lsj.chicago_md:n72202	v1sria---
ἐδεξάμην	e)deca/mhn	δέχομαι	de/xomai	urn:cite2:hmt:lsj.chicago_md:n24289	v1saim---
ἐδεξάμην	e)deca/mhn	δείκνυμι	dei/knumi	urn:cite2:hmt:lsj.chicago_md:n23658	v1saim---
ἐθέλεις	e)qe/leis	ἐθέλω	e)qe/lw	urn:cite2:hmt:lsj.chicago_md:n30790	v2spia---
ἐθέσπισεν	e)qe/spisen	θεσπίζω	qespi/zw	urn:cite2:hmt:lsj.chicago_md:n48535	v3saia---
ἐκ	e)k	ἐκ	e)k	urn:cite2:hmt:lsj.chicago_md:n31575	r--------
ἐκβαλών	e)kbalw/n	ἐκβάλλω	e)kba/llw	urn:cite2:hmt:lsj.chicago_md:n31709	v-sapamn-
ἐκβαλῶ	e)kbalw=	ἐκβάλλω	e)kba/llw	urn:cite2:hmt:lsj.chicago_md:n31709	v1sfia---
ἐκβεβληκότων	e)kbeblhko/twn	ἐκβάλλω	e)kba/llw	urn:cite2:hmt:lsj.chicago_md:n31709	v-prpamg-
ἐκβεβληκότων	e)kbeblhko/twn	ἐκβάλλω	e)kba/llw	urn:cite2:hmt:lsj.chicago_md:n31709	v-prpang-
ἐκβεβλημένον	e)kbeblhme/non	ἐκβάλλω	e)kba/llw	urn:cite2:hmt:lsj.chicago_md:n31709	v-srpema-
ἐκβεβλημένον	e)kbeblhme/non	ἐκβάλλω	e)kba/llw	urn:cite2:hmt:lsj.chicago_md:n31709	v-srpenn-
ἐκβεβλημένον	e)kbeblhme/non	ἐκβάλλω	e)kba/llw	urn:cite2:hmt:lsj.chicago_md:n31709	v-srpenv-
ἐκβεβλημένον	e)kbeblhme/non	ἐκβάλλω	e)kba/llw	urn:cite2:hmt:lsj.chicago_md:n31709	v-srpena-
ἐκβάλοι	e)kba/loi	ἐκβάλλω	e)kba/llw	urn:cite2:hmt:lsj.chicago_md:n31709	v3saoa---
ἐκβάλοιμι	e)kba/loimi	ἐκβάλλω	e)kba/llw	urn:cite2:hmt:lsj.chicago_md:n31709	v1saoa---
ἐκγόνων	e)kgo/nwn	ἔκγονος	e)/kgonos	urn:cite2:hmt:lsj.chicago_md:n31809	n-p---mg-
ἐκγόνων	e)kgo/nwn	ἔκγονος	e)/kgonos	urn:cite2:hmt:lsj.chicago_md:n31809	n-p---fg-
ἐκγόνων	e)kgo/nwn	ἔκγονος	e)/kgonos	urn:cite2:hmt:lsj.chicago_md:n31809	n-p---ng-
ἐκδείξῃς	e)kdei/ch|s	ἐκδείκνυμι	e)kdei/knumi	urn:cite2:hmt:lsj.chicago_md:n31831	v2sasa---
ἐκδιδάσκομεν	e)kdida/skomen	ἐκδιδάσκω	e)kdida/skw	urn:cite2:hmt:lsj.chicago_md:n31872	v1ppia---
ἐκδιδάσκομεν	e)kdida/skomen	ἐκδιδάσκω	e)kdida/skw	urn:cite2:hmt:lsj.chicago_md:n31872	v1piia---
ἐκδραμόντα	e)kdramo/nta	ἐκτρέχω	e)ktre/xw	urn:cite2:hmt:lsj.chicago_md:n33076	v-papann-
ἐκδραμόντα	e)kdramo/nta	ἐκτρέχω	e)ktre/xw	urn:cite2:hmt:lsj.chicago_md:n33076	v-papanv-
ἐκδραμόντα	e)kdramo/nta	ἐκτρέχω	e)ktre/xw	urn:cite2:hmt:lsj.chicago_md:n33076	v-papana-
ἐκδραμόντα	e)kdramo/nta	ἐκτρέχω	e)ktre/xw	urn:cite2:hmt:lsj.chicago_md:n33076	v-sapama-
ἐκδίκους	e)kdi/kous	ἔκδικος	e)/kdikos	urn:cite2:hmt:lsj.chicago_md:n31892	n-p---ma-
ἐκδίκους	e)kdi/kous	ἔκδικος	e)/kdikos	urn:cite2:hmt:lsj.chicago_md:n31892	n-p---fa-
ἐκείνω	e)kei/nw	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-d---nn-
ἐκείνω	e)kei/nw	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-d---nv-
ἐκείνω	e)kei/nw	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-d---na-
ἐκείνω	e)kei/nw	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-d---mn-
ἐκείνω	e)kei/nw	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-d---mv-
ἐκείνω	e)kei/nw	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-d---ma-
ἐκείνω	e)kei/nw	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-s---ng-
ἐκείνω	e)kei/nw	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-s---mg-
ἐκείνω	e)kei/nw	κενόω	keno/w	urn:cite2:hmt:lsj.chicago_md:n56597	v3siia---
ἐκείνων	e)kei/nwn	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---ng-
ἐκείνων	e)kei/nwn	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---fg-
ἐκείνων	e)kei/nwn	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---mg-
ἐκείνων	e)kei/nwn	κενόω	keno/w	urn:cite2:hmt:lsj.chicago_md:n56597	v3piia---
ἐκείνων	e)kei/nwn	κενόω	keno/w	urn:cite2:hmt:lsj.chicago_md:n56597	v1siia---
ἐκεῖ	e)kei=	ἐκεῖ	e)kei=	urn:cite2:hmt:lsj.chicago_md:n31945	d--------
ἐκεῖνα	e)kei=na	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---nn-
ἐκεῖνα	e)kei=na	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---nv-
ἐκεῖνα	e)kei=na	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---na-
ἐκεῖνος	e)kei=nos	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-s---mn-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---nn-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---nv-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-p---na-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-s---nn-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-s---nv-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-s---na-
ἐκεῖν’	e)kei=n'	ἐκεῖνος	e)kei=nos	urn:cite2:hmt:lsj.chicago_md:n31951	n-s---mv-
